Date,Time,HomeTeam,AwayTeam
2019-03-15,19:00,Beziers,Auxerre
2019-03-15,19:00,Chateauroux,Paris FC
2019-03-15,19:00,GFC Ajaccio,Lens
2019-03-15,19:00,Grenoble,Nancy
2019-03-15,19:00,Le Havre,AC Ajaccio
2019-03-15,19:00,Lorient,Brest
2019-03-15,19:00,Niort,Metz
2019-03-15,19:00,Red Star,Clermont
2019-03-15,19:00,Sochaux,Troyes
2019-03-15,19:00,Valenciennes,Orleans
