Date,Time,HomeTeam,AwayTeam
2019-01-18,20:00,Getafe,Deportivo Alavés
2019-01-19,15:15,Real Madrid,Sevilla
2019-01-19,17:30,Huesca,Atlético Madrid
2019-01-19,19:45,Celta de Vigo,Valencia
2019-01-20,11:00,Real Betis,Girona
2019-01-20,15:15,Villarreal,Athletic Club
2019-01-20,17:30,Levante,Valladolid
2019-01-20,17:30,Rayo Vallecano,Real Sociedad
2019-01-20,19:45,Barcelona,Leganés
