Date,Time,HomeTeam,AwayTeam
2018-10-19,17:30,Sandhausen,Ingolstadt
2018-10-19,17:30,SG Dynamo Dresden,Aue
2018-10-20,12:00,Arminia Bielefeld,Greuther Furth
2018-10-20,12:00,Heidenheim,Magdeburg
2018-10-20,12:00,Holstein Kiel,FC Koln
2018-10-21,12:30,Hamburger SV,Bochum
2018-10-21,12:30,Paderborn,Union Berlin
2018-10-21,12:30,Regensburg,Darmstadt
2018-10-22,19:30,Duisburg,St. Pauli
