Date,Time,HomeTeam,AwayTeam
2018-10-05,19:30,Cercle Brugge KSV,Charleroi
2018-10-06,17:00,AS Eupen,Antwerp
2018-10-06,19:00,Lokeren,Kortrijk
2018-10-06,19:00,Sint-Truiden,Royal Excel Mouscron
2018-10-06,19:30,Waasland-Beveren,KV Oostende
2018-10-07,13:30,Zulte-Waregem,Anderlecht
2018-10-07,17:00,Standard Liège,Club Brugge KV
2018-10-07,19:00,Gent,Genk
