Date,Time,HomeTeam,AwayTeam
2019-01-05 00:00:00,15:00,Cambridge Utd,Stevenage
2019-01-05 00:00:00,15:00,Carlisle,Mansfield
2019-01-05 00:00:00,15:00,Colchester,Notts Co
2019-01-05 00:00:00,15:00,Crawley,Cheltenham
2019-01-05 00:00:00,15:00,Lincoln,Exeter
2019-01-05 00:00:00,15:00,Macclesfield,Swindon
2019-01-05 00:00:00,15:00,MK Dons,Oldham
2019-01-05 00:00:00,15:00,Morecambe,Crewe
2019-01-05 00:00:00,15:00,Newport Co,Port Vale
2019-01-05 00:00:00,15:00,Tranmere,Northampton
2019-01-05 00:00:00,15:00,Yeovil,Bury
