Date,Time,HomeTeam,AwayTeam
2018-10-20,17:30,Excelsior,Vitesse
2018-10-20,17:30,PSV,FC Emmen
2018-10-20,19:45,Heerenveen,Ajax
2018-10-20,19:45,Utrecht,AZ Alkmaar
2018-10-21,11:15,Breda,Willem II
2018-10-21,13:30,Feyenoord,Zwolle
2018-10-21,13:30,Heracles,Groningen
2018-10-21,13:30,Venlo,Den Haag
2018-10-21,15:45,Sittard,Graafschap
