Date,Time,HomeTeam,AwayTeam
2018-12-21 00:00:00,19:30,Borussia Dortmund,Borussia M'gladbach
2018-12-22 00:00:00,14:30,Bayer Leverkusen,Hertha Berlin
2018-12-22 00:00:00,14:30,Hannover 96,Dusseldorf
2018-12-22 00:00:00,14:30,Nurnberg,Freiburg
2018-12-22 00:00:00,14:30,RB Leipzig,Werder Bremen
2018-12-22 00:00:00,14:30,Stuttgart,Schalke 04
2018-12-22 00:00:00,17:30,Ein Frankfurt,Bayern München
2018-12-23 00:00:00,14:30,Augsburg,Wolfsburg
2018-12-23 00:00:00,17:00,Hoffenheim,Mainz 05
